Id,Label,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality
1001248,1001248,User,59,0,59,607552,0,607552,0,0,0,0,0.006907,0,0.000091,0,4767,1,2033,0,0.057505
1001249,1001249,User,13,0,13,171624,0,171624,0,0,0,0,0.002048,0,0.000083,0,4960,2,1015,0,0.012671
1001250,1001250,User,14,0,14,145794,0,145794,0,0,0,0,0.001304,0,0.000083,0,5275,0,764,0,0.013645
1001251,1001251,User,30,0,30,207237,0,207237,0,0,0,0,0.003328,0,0.000085,0,3167,0,844,0,0.02924
1001252,1001252,User,77,0,77,717733,0,717733,0,0,0,0,0.006414,0,0.000123,0,2288,1,845,0,0.075049
1001253,1001253,User,39,0,39,269686,0,269686,0,0,0,0,0.003524,0,0.000091,0,1172,1,977,0,0.038012
1001254,1001254,User,66,0,66,545376,0,545376,0,0,0,0,0.006327,0,0.00011,0,1008,4,172,0,0.064327
1001255,1001255,User,146,0,146,1251705,0,1251705,0,0,0,0,0.013719,0,0.000159,0,628,4,750,0,0.1423
1001256,1001256,User,16,0,16,176868,0,176868,0,0,0,0,0.001609,0,0.000085,0,5217,1,849,0,0.015595
1001257,1001257,User,25,0,25,276955,0,276955,0,0,0,0,0.00319,0,0.000084,0,1503,3,1133,0,0.024366
1001258,1001258,User,24,0,24,360940,0,360940,0,0,0,0,0.00148,0,0.000101,0,6205,1,851,0,0.023392
1001259,1001259,User,34,0,34,384656,0,384656,0,0,0,0,0.003945,0,0.000095,0,3933,2,468,0,0.033138
1001260,1001260,User,283,0,283,2678394,0,2678394,0,0,0,0,0.029107,0,0.000173,0,2919,1,2504,0,0.275828
1001261,1001261,User,115,0,115,1118316,0,1118316,0,0,0,0,0.010825,0,0.000152,0,627,0,1699,0,0.112086
1001262,1001262,User,101,0,101,771592,0,771592,0,0,0,0,0.010677,0,0.000102,0,3483,4,1427,0,0.098441
1001263,1001263,User,169,0,169,1121150,0,1121150,0,0,0,0,0.016584,0,0.00012,0,3166,0,812,0,0.164717
1001264,1001264,User,405,0,405,3888792,0,3888792,0,0,0,0,0.040369,0,0.000208,0,1502,4,2706,0,0.394737
1001265,1001265,User,189,0,189,1392026,0,1392026,0,0,0,0,0.017662,0,0.000174,0,3165,0,246,0,0.184211
1001266,1001266,User,407,0,407,3194568,0,3194568,0,0,0,0,0.028585,0,0.000462,0,626,4,854,0,0.396686
1001267,1001267,User,94,0,94,908750,0,908750,0,0,0,0,0.01145,0,0.000169,0,1007,1,215,0,0.091618
1001268,1001268,User,111,0,111,1207532,0,1207532,0,0,0,0,0.011033,0,0.000124,0,1501,1,1928,0,0.108187
1001269,1001269,User,16,0,16,134732,0,134732,0,0,0,0,0.002241,0,0.000081,0,2287,0,1181,0,0.015595
1001270,1001270,User,16,0,16,122944,0,122944,0,0,0,0,0.000836,0,0.000089,0,6361,0,1930,0,0.015595
1001271,1001271,User,95,0,95,949418,0,949418,0,0,0,0,0.009755,0,0.00011,0,3652,5,507,0,0.092593
1001272,1001272,User,154,0,154,1451777,0,1451777,0,0,0,0,0.017281,0,0.000116,0,2286,3,751,0,0.150097
1001273,1001273,User,202,0,202,1773658,0,1773658,0,0,0,0,0.018649,0,0.000159,0,2285,1,755,0,0.196881
1001274,1001274,User,347,0,347,3293478,0,3293478,0,0,0,0,0.026952,0,0.000358,0,182,1,379,0,0.338207
1001275,1001275,User,14,0,14,141776,0,141776,0,0,0,0,0.001934,0,0.000087,0,2284,1,1672,0,0.013645
1001276,1001276,User,41,0,41,337409,0,337409,0,0,0,0,0.004531,0,0.00009,0,3482,1,858,0,0.039961
1001277,1001277,User,20,0,20,127418,0,127418,0,0,0,0,0.001896,0,0.000085,0,5499,0,859,0,0.019493
1001278,1001278,User,36,0,36,380799,0,380799,0,0,0,0,0.005406,0,0.000085,0,2283,2,134,0,0.035088
1001279,1001279,User,197,0,197,1362801,0,1362801,0,0,0,0,0.018746,0,0.000195,0,2669,1,540,0,0.192008
1001280,1001280,User,36,0,36,300384,0,300384,0,0,0,0,0.004436,0,0.000085,0,2282,0,1636,0,0.035088
1001281,1001281,User,84,0,84,606067,0,606067,0,0,0,0,0.007537,0,0.000116,0,625,1,1289,0,0.081871
1001283,1001283,User,26,0,26,197347,0,197347,0,0,0,0,0.00388,0,0.000083,0,4119,5,1247,0,0.025341
1001284,1001284,User,273,0,273,2550856,0,2550856,0,0,0,0,0.020902,0,0.000229,0,2918,4,1091,0,0.266082
1001285,1001285,User,606,0,606,5805379,0,5805379,0,0,0,0,0.046415,0,0.000437,0,624,1,848,0,0.590643
1001286,1001286,User,36,0,36,251286,0,251286,0,0,0,0,0.003031,0,0.000095,0,5339,0,776,0,0.035088
1001287,1001287,User,59,0,59,680206,0,680206,0,0,0,0,0.005723,0,0.000124,0,2281,0,2474,0,0.057505
1001288,1001288,User,80,0,80,606034,0,606034,0,0,0,0,0.007368,0,0.000111,0,4455,1,2132,0,0.077973
1001289,1001289,User,24,0,24,321532,0,321532,0,0,0,0,0.004316,0,0.000082,0,2280,2,2796,0,0.023392
1001291,1001291,User,151,0,151,1220101,0,1220101,0,0,0,0,0.014716,0,0.000255,0,2917,1,1511,0,0.147173
1001292,1001292,User,26,0,26,220203,0,220203,0,0,0,0,0.002756,0,0.000084,0,5384,0,1461,0,0.025341
1001293,1001293,User,44,0,44,277877,0,277877,0,0,0,0,0.00518,0,0.000091,0,4542,0,1127,0,0.042885
1001294,1001294,User,142,0,142,1054076,0,1054076,0,0,0,0,0.011814,0,0.00017,0,3481,1,858,0,0.138402
1001295,1001295,User,26,0,26,308233,0,308233,0,0,0,0,0.001791,0,0.000108,0,5071,1,1735,0,0.025341
1001296,1001296,User,31,0,31,284759,0,284759,0,0,0,0,0.004304,0,0.000084,0,5661,4,889,0,0.030214
1001297,1001297,User,275,0,275,2564585,0,2564585,0,0,0,0,0.023548,0,0.000264,0,181,4,2638,0,0.268031
1001298,1001298,User,342,0,342,3328461,0,3328461,0,0,0,0,0.031108,0,0.000291,0,1171,4,2635,0,0.333333
1001299,1001299,User,137,0,137,1564596,0,1564596,0,0,0,0,0.015699,0,0.000112,0,180,3,259,0,0.133528
1001300,1001300,User,87,0,87,664613,0,664613,0,0,0,0,0.006103,0,0.00013,0,623,0,604,0,0.084795
1001301,1001301,User,170,0,170,1863744,0,1863744,0,0,0,0,0.021888,0,0.00011,0,622,2,1043,0,0.165692
1001302,1001302,User,36,0,36,464767,0,464767,0,0,0,0,0.003967,0,0.000095,0,3932,3,1149,0,0.035088
1001303,1001303,User,379,0,379,3163252,0,3163252,0,0,0,0,0.037445,0,0.000199,0,1006,1,811,0,0.369396
1001304,1001304,User,49,0,49,623700,0,623700,0,0,0,0,0.008463,0,0.000086,0,2279,2,1568,0,0.047758
1001305,1001305,User,16,0,16,236269,0,236269,0,0,0,0,0.000788,0,0.000095,0,6001,1,1250,0,0.015595
1001306,1001306,User,246,0,246,2740370,0,2740370,0,0,0,0,0.025067,0,0.000246,0,2278,0,873,0,0.239766
1001307,1001307,User,16,0,16,185557,0,185557,0,0,0,0,0.002286,0,0.000085,0,2916,2,457,0,0.015595
1001311,1001311,User,95,0,95,1034576,0,1034576,0,0,0,0,0.010513,0,0.000119,0,2277,3,2853,0,0.092593
1001312,1001312,User,85,0,85,855615,0,855615,0,0,0,0,0.009005,0,0.000105,0,3931,3,2657,0,0.082846
1001313,1001313,User,17,0,17,175294,0,175294,0,0,0,0,0.002119,0,0.000084,0,5683,0,1700,0,0.016569
1001314,1001314,User,112,0,112,803700,0,803700,0,0,0,0,0.009717,0,0.000121,0,4052,5,2567,0,0.109162
1001315,1001315,User,57,0,57,603190,0,603190,0,0,0,0,0.006033,0,0.000096,0,2276,1,1250,0,0.055556
1001316,1001316,User,19,0,19,131589,0,131589,0,0,0,0,0.001963,0,0.000085,0,3930,0,157,0,0.018519
1001317,1001317,User,436,0,436,3960303,0,3960303,0,0,0,0,0.039154,0,0.000338,0,1500,0,864,0,0.424951
1001319,1001319,User,19,0,19,134983,0,134983,0,0,0,0,0.002425,0,0.000083,0,4673,0,1299,0,0.018519
1001320,1001320,User,70,0,70,999365,0,999365,0,0,0,0,0.009836,0,0.000091,0,2275,3,195,0,0.068226
1001321,1001321,User,101,0,101,780200,0,780200,0,0,0,0,0.009889,0,0.000109,0,1170,1,1271,0,0.098441
1001322,1001322,User,230,0,230,2028806,0,2028806,0,0,0,0,0.020328,0,0.000216,0,1005,1,2814,0,0.224172
1001323,1001323,User,94,0,94,753376,0,753376,0,0,0,0,0.008392,0,0.000121,0,821,1,1365,0,0.091618
1001324,1001324,User,60,0,60,610061,0,610061,0,0,0,0,0.007752,0,0.000091,0,1169,1,1501,0,0.05848
1001325,1001325,User,163,0,163,1746087,0,1746087,0,0,0,0,0.019713,0,0.000113,0,179,2,401,0,0.158869
1001326,1001326,User,20,0,20,200245,0,200245,0,0,0,0,0.002975,0,0.000084,0,5753,4,2745,0,0.019493
1001327,1001327,User,40,0,40,351242,0,351242,0,0,0,0,0.003714,0,0.000091,0,4959,2,288,0,0.038986
1001328,1001328,User,81,0,81,1115881,0,1115881,0,0,0,0,0.010558,0,0.000095,0,2274,3,2005,0,0.078947
1001329,1001329,User,235,0,235,2180575,0,2180575,0,0,0,0,0.026605,0,0.000133,0,1499,3,1069,0,0.229045
1001331,1001331,User,96,0,96,784036,0,784036,0,0,0,0,0.009745,0,0.000115,0,621,1,2307,0,0.093567
1001332,1001332,User,17,0,17,144052,0,144052,0,0,0,0,0.002644,0,0.000081,0,3480,0,964,0,0.016569
1001333,1001333,User,299,0,299,3065866,0,3065866,0,0,0,0,0.02913,0,0.000179,0,1168,1,382,0,0.291423
1001334,1001334,User,36,0,36,376662,0,376662,0,0,0,0,0.004406,0,0.000087,0,5148,0,428,0,0.035088
1001335,1001335,User,172,0,172,1262318,0,1262318,0,0,0,0,0.01438,0,0.000158,0,2915,1,1846,0,0.167641
1001336,1001336,User,11,0,11,120810,0,120810,0,0,0,0,0.001416,0,0.000081,0,178,1,1981,0,0.010721
1001337,1001337,User,40,0,40,332640,0,332640,0,0,0,0,0.002824,0,0.000101,0,5545,5,2804,0,0.038986
1001338,1001338,User,75,0,75,991662,0,991662,0,0,0,0,0.01024,0,0.000097,0,2914,2,1560,0,0.073099
1001339,1001339,User,115,0,115,893314,0,893314,0,0,0,0,0.012025,0,0.00017,0,620,3,945,0,0.112086
1001340,1001340,User,451,0,451,2653719,0,2653719,0,0,0,0,0.040476,0,0.000238,0,2273,3,886,0,0.439571
1001341,1001341,User,51,0,51,244581,0,244581,0,0,0,0,0.001832,0,0.000143,0,6077,3,2528,0,0.049708
1001342,1001342,User,51,0,51,415660,0,415660,0,0,0,0,0.004706,0,0.000104,0,5312,3,887,0,0.049708
1001343,1001343,User,153,0,153,1621007,0,1621007,0,0,0,0,0.015959,0,0.000129,0,4660,1,2505,0,0.149123
1001344,1001344,User,36,0,36,312979,0,312979,0,0,0,0,0.005019,0,0.000085,0,4765,5,2860,0,0.035088
1001345,1001345,User,112,0,112,835463,0,835463,0,0,0,0,0.010243,0,0.000124,0,3929,4,473,0,0.109162
1001346,1001346,User,18,0,18,171720,0,171720,0,0,0,0,0.001805,0,0.000086,0,5420,0,403,0,0.017544
1001347,1001347,User,85,0,85,753065,0,753065,0,0,0,0,0.009658,0,0.00011,0,177,0,1132,0,0.082846
1001348,1001348,User,77,0,77,597761,0,597761,0,0,0,0,0.007077,0,0.000112,0,820,5,134,0,0.075049
1001349,1001349,User,23,0,23,417743,0,417743,0,0,0,0,0.003764,0,0.000084,0,5215,2,132,0,0.022417
1001350,1001350,User,70,0,70,655115,0,655115,0,0,0,0,0.009542,0,0.000092,0,2272,4,2322,0,0.068226
1001351,1001351,User,14,0,14,141697,0,141697,0,0,0,0,0.002177,0,0.000082,0,2913,2,2187,0,0.013645
1001352,1001352,User,72,0,72,668248,0,668248,0,0,0,0,0.005944,0,0.000261,0,3164,1,892,0,0.070175
1001353,1001353,User,35,0,35,291632,0,291632,0,0,0,0,0.003165,0,0.000086,0,5515,5,1726,0,0.034113
1001354,1001354,User,386,0,386,3237650,0,3237650,0,0,0,0,0.031333,0,0.000297,0,2271,4,514,0,0.376218
1001355,1001355,User,27,0,27,234934,0,234934,0,0,0,0,0.003166,0,0.000084,0,1004,1,1455,0,0.026316
1001356,1001356,User,270,0,270,1930537,0,1930537,0,0,0,0,0.02277,0,0.000236,0,3163,3,441,0,0.263158
1001357,1001357,User,95,0,95,480023,0,480023,0,0,0,0,0.0046,0,0.000159,0,4826,3,2352,0,0.092593
1001358,1001358,User,128,0,128,1411223,0,1411223,0,0,0,0,0.014544,0,0.000105,0,1498,3,2408,0,0.124756
1001359,1001359,User,51,0,51,479765,0,479765,0,0,0,0,0.00449,0,0.000099,0,4850,5,714,0,0.049708
1001360,1001360,User,58,0,58,561977,0,561977,0,0,0,0,0.0077,0,0.00009,0,4540,0,1774,0,0.05653
1001361,1001361,User,75,0,75,680345,0,680345,0,0,0,0,0.007489,0,0.000103,0,2270,1,250,0,0.073099
1001362,1001362,User,125,0,125,1193668,0,1193668,0,0,0,0,0.012108,0,0.000144,0,5383,0,1913,0,0.121832
1001364,1001364,User,31,0,31,248688,0,248688,0,0,0,0,0.002353,0,0.000101,0,3479,1,1082,0,0.030214
1001365,1001365,User,40,0,40,322732,0,322732,0,0,0,0,0.005483,0,0.000085,0,2269,2,114,0,0.038986
1001366,1001366,User,78,0,78,652647,0,652647,0,0,0,0,0.007671,0,0.000102,0,2268,0,852,0,0.076023
1001367,1001367,User,119,0,119,1079707,0,1079707,0,0,0,0,0.016221,0,0.000101,0,3478,4,2808,0,0.115984
1001369,1001369,User,227,0,227,2377019,0,2377019,0,0,0,0,0.024346,0,0.000159,0,2668,3,779,0,0.221248
1001370,1001370,User,80,0,80,701728,0,701728,0,0,0,0,0.007448,0,0.000102,0,3162,0,887,0,0.077973
1001371,1001371,User,23,0,23,269701,0,269701,0,0,0,0,0.001692,0,0.000109,0,5274,0,898,0,0.022417
1001372,1001372,User,37,0,37,324831,0,324831,0,0,0,0,0.00456,0,0.000085,0,2267,0,2746,0,0.036062
1001373,1001373,User,45,0,45,487812,0,487812,0,0,0,0,0.005919,0,0.000087,0,2667,5,2863,0,0.04386
1001374,1001374,User,51,0,51,436502,0,436502,0,0,0,0,0.005657,0,0.000094,0,619,1,1793,0,0.049708
1001375,1001375,User,37,0,37,305751,0,305751,0,0,0,0,0.003745,0,0.000089,0,176,0,1878,0,0.036062
1001376,1001376,User,58,0,58,563418,0,563418,0,0,0,0,0.00676,0,0.000092,0,618,0,1081,0,0.05653
1001377,1001377,User,299,0,299,2559727,0,2559727,0,0,0,0,0.027166,0,0.000185,0,1497,3,501,0,0.291423
1001378,1001378,User,37,0,37,474454,0,474454,0,0,0,0,0.003405,0,0.000091,0,5070,1,271,0,0.036062
1001380,1001380,User,141,0,141,1401331,0,1401331,0,0,0,0,0.015111,0,0.000131,0,3651,3,2835,0,0.137427
1001381,1001381,User,42,0,42,291370,0,291370,0,0,0,0,0.004709,0,0.000093,0,5069,0,902,0,0.040936
1001383,1001383,User,453,0,453,3380104,0,3380104,0,0,0,0,0.038678,0,0.00025,0,819,1,249,0,0.44152
1001384,1001384,User,13,0,13,138191,0,138191,0,0,0,0,0.001908,0,0.000081,0,3928,0,1228,0,0.012671
1001385,1001385,User,12,0,12,115789,0,115789,0,0,0,0,0.001793,0,0.000082,0,5068,2,1997,0,0.011696
1001386,1001386,User,42,0,42,385080,0,385080,0,0,0,0,0.004599,0,0.0001,0,4825,1,2382,0,0.040936
1001387,1001387,User,129,0,129,1205866,0,1205866,0,0,0,0,0.011939,0,0.000133,0,1003,1,2499,0,0.125731
1001388,1001388,User,37,0,37,452726,0,452726,0,0,0,0,0.004407,0,0.00009,0,4199,0,210,0,0.036062
1001389,1001389,User,242,0,242,2473249,0,2473249,0,0,0,0,0.026737,0,0.000139,0,1002,2,880,0,0.235867
1001390,1001390,User,176,0,176,1714252,0,1714252,0,0,0,0,0.020341,0,0.000132,0,1496,0,869,0,0.17154
1001391,1001391,User,121,0,121,1038116,0,1038116,0,0,0,0,0.013027,0,0.000123,0,3927,4,2740,0,0.117934
1001392,1001392,User,135,0,135,1312252,0,1312252,0,0,0,0,0.018085,0,0.000106,0,1167,2,1877,0,0.131579
1001393,1001393,User,63,0,63,655561,0,655561,0,0,0,0,0.008461,0,0.000092,0,617,4,352,0,0.061404
1001395,1001395,User,162,0,162,1735893,0,1735893,0,0,0,0,0.016436,0,0.000223,0,175,0,2691,0,0.157895
1001396,1001396,User,112,0,112,978278,0,978278,0,0,0,0,0.012764,0,0.000118,0,174,1,760,0,0.109162
1001397,1001397,User,29,0,29,303420,0,303420,0,0,0,0,0.003962,0,0.000086,0,2666,1,2064,0,0.028265
1001398,1001398,User,23,0,23,205025,0,205025,0,0,0,0,0.001908,0,0.000086,0,5733,1,940,0,0.022417
1001399,1001399,User,143,0,143,1436906,0,1436906,0,0,0,0,0.015525,0,0.000129,0,616,0,1231,0,0.139376
1001400,1001400,User,38,0,38,390224,0,390224,0,0,0,0,0.005219,0,0.000086,0,4607,4,105,0,0.037037
1001401,1001401,User,38,0,38,367600,0,367600,0,0,0,0,0.004638,0,0.000087,0,4453,1,2094,0,0.037037
1001402,1001402,User,33,0,33,332193,0,332193,0,0,0,0,0.005406,0,0.000085,0,2266,2,1563,0,0.032164
1001403,1001403,User,38,0,38,456890,0,456890,0,0,0,0,0.005804,0,0.000085,0,3926,2,361,0,0.037037
1001404,1001404,User,192,0,192,1221368,0,1221368,0,0,0,0,0.018752,0,0.000133,0,3477,4,902,0,0.187135
1001405,1001405,User,38,0,38,298423,0,298423,0,0,0,0,0.004579,0,0.00009,0,2265,1,123,0,0.037037
1001406,1001406,User,13,0,13,104679,0,104679,0,0,0,0,0.001779,0,0.000082,0,3161,4,1814,0,0.012671
1001407,1001407,User,108,0,108,1088202,0,1088202,0,0,0,0,0.011201,0,0.000115,0,615,0,1469,0,0.105263
1001408,1001408,User,82,0,82,928115,0,928115,0,0,0,0,0.008622,0,0.000097,0,4198,3,2111,0,0.079922
1001409,1001409,User,47,0,47,559455,0,559455,0,0,0,0,0.007599,0,0.000089,0,614,1,1070,0,0.045809
1001410,1001410,User,47,0,47,503410,0,503410,0,0,0,0,0.00275,0,0.000118,0,4901,3,914,0,0.045809
1001411,1001411,User,35,0,35,300643,0,300643,0,0,0,0,0.003822,0,0.000086,0,613,0,407,0,0.034113
1001412,1001412,User,12,0,12,117304,0,117304,0,0,0,0,0.001686,0,0.000081,0,4293,0,1609,0,0.011696
1001413,1001413,User,98,0,98,1016165,0,1016165,0,0,0,0,0.010029,0,0.000138,0,612,0,990,0,0.095517
1001414,1001414,User,52,0,52,741948,0,741948,0,0,0,0,0.006874,0,0.000094,0,2264,3,398,0,0.050682
1001415,1001415,User,113,0,113,1085118,0,1085118,0,0,0,0,0.013877,0,0.000112,0,611,1,2566,0,0.110136
1001417,1001417,User,18,0,18,140803,0,140803,0,0,0,0,0.001235,0,0.00009,0,5272,0,2307,0,0.017544
1001418,1001418,User,161,0,161,1553229,0,1553229,0,0,0,0,0.016882,0,0.000125,0,3925,3,654,0,0.15692
1001420,1001420,User,166,0,166,1789820,0,1789820,0,0,0,0,0.02029,0,0.000131,0,2665,2,809,0,0.161793
1001421,1001421,User,113,0,113,965644,0,965644,0,0,0,0,0.012939,0,0.00011,0,610,1,2024,0,0.110136
1001422,1001422,User,409,0,409,3173021,0,3173021,0,0,0,0,0.038865,0,0.000205,0,1495,5,508,0,0.398635
1001423,1001423,User,50,0,50,382685,0,382685,0,0,0,0,0.004422,0,0.000106,0,4824,1,858,0,0.048733
1001424,1001424,User,28,0,28,217903,0,217903,0,0,0,0,0.001964,0,0.000092,0,5338,3,305,0,0.02729
1001425,1001425,User,428,0,428,3762050,0,3762050,0,0,0,0,0.031611,0,0.000421,0,1001,5,874,0,0.417154
1001426,1001426,User,216,0,216,2088687,0,2088687,0,0,0,0,0.025584,0,0.000125,0,2263,5,2218,0,0.210526
1001427,1001427,User,90,0,90,817651,0,817651,0,0,0,0,0.008983,0,0.000122,0,3924,5,36,0,0.087719
1001428,1001428,User,33,0,33,331687,0,331687,0,0,0,0,0.002947,0,0.000104,0,4640,1,339,0,0.032164
1001429,1001429,User,18,0,18,134288,0,134288,0,0,0,0,0.00236,0,0.000082,0,5761,1,2443,0,0.017544
1001430,1001430,User,64,0,64,668506,0,668506,0,0,0,0,0.008367,0,0.000097,0,2262,0,1165,0,0.062378
1001432,1001432,User,19,0,19,163086,0,163086,0,0,0,0,0.002394,0,0.000082,0,609,0,309,0,0.018519
1001433,1001433,User,51,0,51,628659,0,628659,0,0,0,0,0.005315,0,0.000095,0,4292,3,312,0,0.049708
1001434,1001434,User,160,0,160,872625,0,872625,0,0,0,0,0.01344,0,0.000156,0,3923,3,442,0,0.155945
1001436,1001436,User,39,0,39,381555,0,381555,0,0,0,0,0.00365,0,0.00009,0,4452,0,2633,0,0.038012
1001437,1001437,User,95,0,95,1079450,0,1079450,0,0,0,0,0.011148,0,0.00011,0,2912,1,481,0,0.092593
1001438,1001438,User,25,0,25,181470,0,181470,0,0,0,0,0.002629,0,0.000098,0,3159,0,417,0,0.024366
1001439,1001439,User,18,0,18,265956,0,265956,0,0,0,0,0.001613,0,0.000085,0,5067,1,2051,0,0.017544
1001440,1001440,User,70,0,70,599318,0,599318,0,0,0,0,0.009358,0,0.000091,0,2911,1,103,0,0.068226
1001441,1001441,User,48,0,48,371978,0,371978,0,0,0,0,0.004843,0,0.000094,0,3922,4,463,0,0.046784
1001442,1001442,User,96,0,96,869018,0,869018,0,0,0,0,0.010179,0,0.000133,0,2664,5,394,0,0.093567
1001443,1001443,User,27,0,27,283423,0,283423,0,0,0,0,0.003583,0,0.000084,0,5066,1,132,0,0.026316
1001444,1001444,User,18,0,18,152311,0,152311,0,0,0,0,0.00178,0,0.000084,0,5382,0,792,0,0.017544
1001446,1001446,User,54,0,54,645419,0,645419,0,0,0,0,0.005508,0,0.000097,0,4823,1,2132,0,0.052632
1001447,1001447,User,533,0,533,4503530,0,4503530,0,0,0,0,0.044223,0,0.000318,0,173,3,925,0,0.519493
1001448,1001448,User,570,0,570,5136424,0,5136424,0,0,0,0,0.040498,0,0.000617,0,4051,4,853,0,0.555556
1001449,1001449,User,714,0,714,5103795,0,5103795,0,0,0,0,0.051894,0,0.000446,0,1166,1,765,0,0.695906
1001450,1001450,User,65,0,65,374646,0,374646,0,0,0,0,0.006704,0,0.000094,0,4041,0,2486,0,0.063353
1001451,1001451,User,393,0,393,3834928,0,3834928,0,0,0,0,0.034006,0,0.000266,0,608,1,2546,0,0.383041
1001454,1001454,User,11,0,11,103186,0,103186,0,0,0,0,0.001209,0,0.000086,0,2261,0,930,0,0.010721
1001455,1001455,User,40,0,40,344772,0,344772,0,0,0,0,0.005089,0,0.000092,0,607,4,1767,0,0.038986
1001457,1001457,User,163,0,163,1560851,0,1560851,0,0,0,0,0.018877,0,0.000122,0,3650,4,2180,0,0.158869
1001458,1001458,User,55,0,55,489274,0,489274,0,0,0,0,0.006055,0,0.000099,0,3157,0,637,0,0.053606
1001459,1001459,User,15,0,15,116300,0,116300,0,0,0,0,0.002093,0,0.000082,0,2260,0,724,0,0.01462
1001460,1001460,User,20,0,20,162269,0,162269,0,0,0,0,0.001834,0,0.000086,0,5437,0,1149,0,0.019493
1001461,1001461,User,30,0,30,242641,0,242641,0,0,0,0,0.003122,0,0.000095,0,5731,1,1367,0,0.02924
1001463,1001463,User,61,0,61,588451,0,588451,0,0,0,0,0.007057,0,0.000093,0,3156,3,790,0,0.059454
1001464,1001464,User,46,0,46,569640,0,569640,0,0,0,0,0.006828,0,0.000086,0,2259,3,199,0,0.044834
1001465,1001465,User,346,0,346,3367140,0,3367140,0,0,0,0,0.02801,0,0.000269,0,1494,1,510,0,0.337232
1001466,1001466,User,128,0,128,1521268,0,1521268,0,0,0,0,0.015714,0,0.000108,0,2910,3,610,0,0.124756
1001467,1001467,User,56,0,56,499468,0,499468,0,0,0,0,0.005392,0,0.000092,0,4040,0,693,0,0.054581
1001468,1001468,User,67,0,67,899664,0,899664,0,0,0,0,0.008482,0,0.000093,0,2909,3,1502,0,0.065302
1001469,1001469,User,24,0,24,188901,0,188901,0,0,0,0,0.002666,0,0.000087,0,4451,1,2517,0,0.023392
1001470,1001470,User,400,0,400,2898885,0,2898885,0,0,0,0,0.019175,0,0.00224,0,2258,0,936,0,0.389864
1001472,1001472,User,132,0,132,1591171,0,1591171,0,0,0,0,0.014692,0,0.000114,0,1000,3,2079,0,0.128655
1001473,1001473,User,134,0,134,1399618,0,1399618,0,0,0,0,0.01237,0,0.000122,0,999,3,412,0,0.130604
1001474,1001474,User,72,0,72,709276,0,709276,0,0,0,0,0.008293,0,0.00011,0,2257,0,933,0,0.070175
1001475,1001475,User,41,0,41,395208,0,395208,0,0,0,0,0.004644,0,0.000089,0,4118,4,1878,0,0.039961
1001476,1001476,User,40,0,40,407413,0,407413,0,0,0,0,0.005087,0,0.000088,0,606,5,938,0,0.038986
1001478,1001478,User,17,0,17,126167,0,126167,0,0,0,0,0.001705,0,0.000103,0,5830,4,677,0,0.016569
1001479,1001479,User,16,0,16,150667,0,150667,0,0,0,0,0.001998,0,0.000082,0,4450,1,940,0,0.015595
1001480,1001480,User,26,0,26,212784,0,212784,0,0,0,0,0.002085,0,0.000096,0,5270,0,113,0,0.025341
1001481,1001481,User,50,0,50,540923,0,540923,0,0,0,0,0.006187,0,0.000092,0,2908,5,494,0,0.048733
1001482,1001482,User,34,0,34,277386,0,277386,0,0,0,0,0.003698,0,0.000086,0,605,0,816,0,0.033138
1001483,1001483,User,151,0,151,1453483,0,1453483,0,0,0,0,0.019466,0,0.000107,0,604,3,2044,0,0.147173
1001484,1001484,User,179,0,179,1602846,0,1602846,0,0,0,0,0.018681,0,0.000161,0,2256,4,780,0,0.174464
1001485,1001485,User,15,0,15,151301,0,151301,0,0,0,0,0.00274,0,0.000081,0,3476,4,943,0,0.01462
1001486,1001486,User,31,0,31,334509,0,334509,0,0,0,0,0.003352,0,0.000092,0,3155,0,944,0,0.030214
1001487,1001487,User,20,0,20,124611,0,124611,0,0,0,0,0.001711,0,0.000086,0,818,0,637,0,0.019493
1001489,1001489,User,264,0,264,1601132,0,1601132,0,0,0,0,0.024419,0,0.00017,0,603,1,892,0,0.25731
1001490,1001490,User,100,0,100,1431250,0,1431250,0,0,0,0,0.011509,0,0.000111,0,2255,3,1843,0,0.097466
1001491,1001491,User,137,0,137,1091925,0,1091925,0,0,0,0,0.014894,0,0.000126,0,602,4,2073,0,0.133528
1001492,1001492,User,71,0,71,584390,0,584390,0,0,0,0,0.008634,0,0.000094,0,2662,3,1484,0,0.069201
1001494,1001494,User,58,0,58,535886,0,535886,0,0,0,0,0.005738,0,0.0001,0,3921,5,1525,0,0.05653
1001495,1001495,User,104,0,104,687176,0,687176,0,0,0,0,0.010361,0,0.000118,0,2254,5,2864,0,0.101365
1001496,1001496,User,325,0,325,2393064,0,2393064,0,0,0,0,0.028728,0,0.00026,0,601,3,926,0,0.316764
1001497,1001497,User,109,0,109,1446916,0,1446916,0,0,0,0,0.012705,0,0.000114,0,600,3,173,0,0.106238
1001498,1001498,User,63,0,63,642408,0,642408,0,0,0,0,0.008633,0,0.00009,0,2907,1,1108,0,0.061404
1001499,1001499,User,77,0,77,900416,0,900416,0,0,0,0,0.009793,0,0.000108,0,3920,3,1003,0,0.075049
