Id,Label,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,eigencentrality,clustering,triangles
Wall Art Loves' Secret,Wall Art Loves' Secret,Product,17,2277,5,0.399848,0.42093,0,0.000622,0.000622,0.00009,0,18,874,0.010632,1,136
S/4 Groovy Cat Magnets,S/4 Groovy Cat Magnets,Product,1,67,6,0.329937,0.337857,0,0.000017,0.000017,0.000057,0,3,464,0.000312,0,0
Jumbo Bag Toys,Jumbo Bag Toys,Product,471,79642,4,0.532697,0.580442,0.000187,0.027499,0.027499,0.000707,0,1,686,0.466819,0.668139,73953
Camouflage Design Teddy,Camouflage Design Teddy,Product,7,3368,5,0.408758,0.428682,0,0.000387,0.000387,0.000099,0,7,388,0.006565,0.904762,19
Christmas Tree Hanging Gold,Christmas Tree Hanging Gold,Product,113,10164,4,0.480931,0.501652,0.000004,0.007071,0.007071,0.000148,0,24,705,0.12018,0.884956,5600
Tv Dinner Tray Air Hostess,Tv Dinner Tray Air Hostess,Product,94,6312,5,0.479262,0.498119,0.000184,0.004964,0.004964,0.00014,0,6,894,0.08532,0.654541,2861
Envelope 50 Blossom Images,Envelope 50 Blossom Images,Product,312,24904,4,0.513911,0.549053,0.000279,0.017244,0.017244,0.000311,0,6,468,0.294406,0.611015,29644
Vintage Bead Pink Scarf,Vintage Bead Pink Scarf,Product,136,11148,5,0.481108,0.504982,0.000021,0.003858,0.003858,0.000206,0,6,360,0.068383,0.755664,6937
Vanilla Incense In Tin,Vanilla Incense In Tin,Product,148,13004,5,0.489274,0.512162,0.001001,0.005324,0.005324,0.000306,0,6,326,0.092308,0.401728,4370
Heart Filigree Dove Small,Heart Filigree Dove Small,Product,592,79940,4,0.550472,0.605636,0.00078,0.030901,0.030901,0.000792,0,18,788,0.52624,0.54426,94889
Abstract Circles Sketchbook,Abstract Circles Sketchbook,Product,1,53,1,1,1,0,0,0,0.000376,9,9,479,0.000018,0,0
Flower Fairy 5 Drawer Liners,Flower Fairy 5 Drawer Liners,Product,1,55,5,0.433625,0.450572,0,0.000101,0.000101,0.000057,0,18,602,0.001776,0,0
Travel Card Wallet Vintage Rose,Travel Card Wallet Vintage Rose,Product,26,4422,5,0.457846,0.473593,0.000002,0.001282,0.001282,0.000097,0,21,394,0.021923,0.833846,271
Foot Stool Home Sweet Home,Foot Stool Home Sweet Home,Product,77,5147,5,0.474579,0.492496,0.000232,0.004478,0.004478,0.000135,0,24,480,0.076429,0.72283,2115
Poppy's Playhouse Bedroom,Poppy's Playhouse Bedroom,Product,648,72943,4,0.55572,0.615898,0.000349,0.036019,0.036019,0.000662,0,7,400,0.610513,0.605248,126877
Pack Of 12 Pink Polkadot Tissues,Pack Of 12 Pink Polkadot Tissues,Product,341,39889,4,0.516745,0.554454,0.000501,0.021592,0.021592,0.000418,0,3,702,0.366585,0.76079,44103
Cartoon Pencil Sharpeners,Cartoon Pencil Sharpeners,Product,155,21143,4,0.483324,0.5088,0.000172,0.006401,0.006401,0.00033,0,6,306,0.110153,0.466695,5570
Red Retrospot Umbrella,Red Retrospot Umbrella,Product,410,41458,4,0.527554,0.56964,0.000311,0.024353,0.024353,0.000441,0,3,191,0.413486,0.686147,57530
Small Yellow Babushka Notebook,Small Yellow Babushka Notebook,Product,332,25699,4,0.518482,0.554391,0.000062,0.02212,0.02212,0.00028,0,24,697,0.3751,0.827904,45490
Purple Enamel Flower Ring,Purple Enamel Flower Ring,Product,1,53,1,1,1,0,0,0,0.000376,2,10,483,0.000018,0,0
Fanny's Rest Stopmetal Sign,Fanny's Rest Stopmetal Sign,Product,52,4501,5,0.472613,0.488048,0,0.003794,0.003794,0.000094,0,18,829,0.064799,0.987179,1309
Set 3 Song Bird Paper Eggs Assorted,Set 3 Song Bird Paper Eggs Assorted,Product,168,18108,4,0.486191,0.512454,0.00003,0.009413,0.009413,0.000223,0,3,683,0.160678,0.704591,9884
Silver Stars Table Decoration,Silver Stars Table Decoration,Product,439,46740,4,0.523867,0.571102,0.000085,0.025032,0.025032,0.00044,0,24,587,0.424446,0.668175,64239
Childrens Cutlery Polkadot Blue,Childrens Cutlery Polkadot Blue,Product,366,58543,5,0.513106,0.555496,0.000091,0.020564,0.020564,0.000532,0,3,284,0.349515,0.663358,44309
Set Of 12 Fairy Cake Baking Cases,Set Of 12 Fairy Cake Baking Cases,Product,939,179330,4,0.59438,0.672354,0.001153,0.045252,0.045252,0.001549,0,3,441,0.76854,0.44661,196683
Set Of Tea Coffee Sugar Tins Pantry,Set Of Tea Coffee Sugar Tins Pantry,Product,578,88131,4,0.543177,0.600108,0.000302,0.031329,0.031329,0.000799,0,8,819,0.5319,0.58303,97222
Set Of 3 Black Flying Ducks,Set Of 3 Black Flying Ducks,Product,32,1901,5,0.464824,0.479966,0.000001,0.002268,0.002268,0.000074,0,6,289,0.038894,0.862903,428
Vegetable Garden Chopping Board,Vegetable Garden Chopping Board,Product,1,56,1,1,1,0,0,0,0.000376,10,12,487,0.000018,0,0
Drawer Knob Crackle Glaze Ivory,Drawer Knob Crackle Glaze Ivory,Product,273,30950,4,0.503648,0.53733,0.000163,0.016262,0.016262,0.00034,0,18,4,0.276348,0.70564,26199
Set/12 Funky Felt Flower Peg In Bag,Set/12 Funky Felt Flower Peg In Bag,Product,50,3753,4,0.471085,0.486561,0.000001,0.002964,0.002964,0.000089,0,6,74,0.050678,0.833469,1021
Folk Art Metal Heart T-Light Holder,Folk Art Metal Heart T-Light Holder,Product,3,199,5,0.378445,0.396785,0,0.000096,0.000096,0.000061,0,24,489,0.00167,0.666667,2
Columbian Candle Round,Columbian Candle Round,Product,36,2676,5,0.460337,0.476465,0.000126,0.001704,0.001704,0.000167,0,18,489,0.029384,0.653782,389
Enamel Bread Bin Cream,Enamel Bread Bin Cream,Product,187,14886,5,0.494067,0.520104,0.000062,0.01204,0.01204,0.000207,0,1,541,0.205068,0.820252,14265
Metal 4 Hook Hanger French Chateau,Metal 4 Hook Hanger French Chateau,Product,543,53659,4,0.543627,0.595851,0.000483,0.030321,0.030321,0.000545,0,18,361,0.514749,0.622495,91602
Gift Bag Psychedelic Apples,Gift Bag Psychedelic Apples,Product,399,34596,4,0.524181,0.566209,0.000277,0.022572,0.022572,0.000393,0,6,799,0.384476,0.634602,50388
Crystal Stud Earrings Clear Display,Crystal Stud Earrings Clear Display,Product,32,2594,5,0.424296,0.446156,0,0.001205,0.001205,0.00009,0,24,391,0.020728,0.893145,443
French Kitchen Sign Blue Metal,French Kitchen Sign Blue Metal,Product,214,22235,4,0.495935,0.52494,0.000028,0.013429,0.013429,0.000254,0,18,886,0.228439,0.775482,17674
Dolly Girl Childrens Egg Cup,Dolly Girl Childrens Egg Cup,Product,137,12143,4,0.484664,0.507244,0.000003,0.009879,0.009879,0.000156,0,3,797,0.168018,0.909833,8476
Set 6 Paper Table Lantern Stars,Set 6 Paper Table Lantern Stars,Product,419,42511,4,0.521057,0.567099,0.000067,0.025308,0.025308,0.000404,0,24,891,0.428999,0.725674,63548
Enamel Watering Can Cream,Enamel Watering Can Cream,Product,33,2526,5,0.464741,0.479724,0,0.002395,0.002395,0.00008,0,18,541,0.041115,0.954545,504
Set/20 Fruit Salad Paper Napkins,Set/20 Fruit Salad Paper Napkins,Product,29,1856,5,0.453649,0.470987,0,0.002148,0.002148,0.000071,0,3,26,0.036616,1,406
Box/12 Chick & Egg In Basket,Box/12 Chick & Egg In Basket,Product,34,2081,5,0.437094,0.458216,0,0.001548,0.001548,0.000078,0,3,542,0.026439,0.980392,550
Coffee Mug Cat + Bird Design,Coffee Mug Cat + Bird Design,Product,237,23298,4,0.505103,0.533804,0.000087,0.015898,0.015898,0.000274,0,18,193,0.270076,0.817278,22856
Elephant Birthday Card,Elephant Birthday Card,Product,613,84091,4,0.55163,0.609226,0.000331,0.033545,0.033545,0.00075,0,3,498,0.569037,0.588614,110411
Wood Stamp Set Thank You,Wood Stamp Set Thank You,Product,545,46094,4,0.543514,0.596264,0.000585,0.026426,0.026426,0.000533,0,6,478,0.451917,0.492047,72941
Jumbo Storage Bag Skulls,Jumbo Storage Bag Skulls,Product,800,146939,4,0.577372,0.646429,0.000604,0.041231,0.041231,0.001271,0,1,896,0.700039,0.51296,163942
Pink Fairy Cake Cushion Cover,Pink Fairy Cake Cushion Cover,Product,152,11570,4,0.484485,0.50934,0.000021,0.005232,0.005232,0.000201,0,6,477,0.091636,0.734402,8428
S/6 Wooden Skittles In Cotton Bag,S/6 Wooden Skittles In Cotton Bag,Product,159,14090,4,0.490189,0.513979,0.000005,0.011425,0.011425,0.000171,0,7,603,0.194081,0.903272,11346
Spaceboy Tv Dinner Tray,Spaceboy Tv Dinner Tray,Product,49,3259,5,0.464741,0.481885,0,0.003668,0.003668,0.000086,0,3,894,0.062664,0.963435,1133
Set Of 6 Ribbons Country Style,Set Of 6 Ribbons Country Style,Product,56,3831,5,0.443374,0.466127,0,0.002416,0.002416,0.000098,0,3,689,0.041242,0.969481,1493
Acrylic Jewel Snowflake Pink,Acrylic Jewel Snowflake Pink,Product,2,137,6,0.304222,0.311374,0,0.000002,0.000002,0.000078,0,6,612,0.000063,0,0
Heart T-Light Holder,Heart T-Light Holder,Product,5,260,5,0.447458,0.462708,0,0.000271,0.000271,0.000061,0,18,489,0.004773,0.8,8
Pink Hearts Paper Garland,Pink Hearts Paper Garland,Product,3,380,5,0.376922,0.395641,0,0.000162,0.000162,0.000059,0,7,131,0.00275,1,3
Set Of 4 English Rose Coasters,Set Of 4 English Rose Coasters,Product,425,39455,4,0.529151,0.5725,0.000107,0.025535,0.025535,0.000396,0,3,36,0.434003,0.709046,63885
Key Ring Baseball Boot Assorted,Key Ring Baseball Boot Assorted,Product,208,19503,4,0.495747,0.523987,0.000015,0.012266,0.012266,0.000217,0,24,814,0.20821,0.739223,15914
Christmas Craft Little Friends,Christmas Craft Little Friends,Product,884,125257,4,0.587721,0.662187,0.000862,0.043636,0.043636,0.001133,0,24,448,0.740557,0.471869,184164
3 Tier Cake Tin Red And Cream,3 Tier Cake Tin Red And Cream,Product,96,9992,5,0.471423,0.492782,0.000012,0.005069,0.005069,0.000156,0,3,880,0.086768,0.701974,3201
Christmas Star Wish List Chalkboard,Christmas Star Wish List Chalkboard,Product,569,70706,4,0.543064,0.598837,0.000515,0.030899,0.030899,0.000688,0,24,334,0.524404,0.599743,96916
Beaded Crystal Heart Blue On Stick,Beaded Crystal Heart Blue On Stick,Product,27,1690,5,0.468393,0.481758,0,0.001943,0.001943,0.000073,0,6,378,0.033399,1,351
Toy Tidy Dolly Girl Design,Toy Tidy Dolly Girl Design,Product,143,11331,4,0.485112,0.508324,0.000003,0.009916,0.009916,0.000148,0,1,287,0.168732,0.868118,8814
First Class Luggage Tag,First Class Luggage Tag,Product,3,168,6,0.334694,0.341772,0,0.00003,0.00003,0.000062,0,6,502,0.000553,1,3
Mirror Mosaic Goblet Candle Holder,Mirror Mosaic Goblet Candle Holder,Product,7,2146,6,0.325717,0.331624,0,0.000011,0.000011,0.000188,0,5,511,0.000316,1,21
Pink Riviera Handbag,Pink Riviera Handbag,Product,14,1458,5,0.420285,0.440596,0,0.000446,0.000446,0.000083,0,6,38,0.007798,1,91
Money Box Confectionery Design,Money Box Confectionery Design,Product,2,107,5,0.316787,0.322093,0,0.000004,0.000004,0.000068,0,3,603,0.0001,1,1
Garage Key Fob,Garage Key Fob,Product,379,39774,4,0.519921,0.561094,0.000181,0.023603,0.023603,0.00041,0,18,39,0.400458,0.740182,53020
Red Retrospot Oven Glove,Red Retrospot Oven Glove,Product,757,104725,4,0.571335,0.637946,0.001576,0.039141,0.039141,0.001007,0,3,506,0.664479,0.521388,149193
Set/5 Red Retrospot Lid Glass Bowls,Set/5 Red Retrospot Lid Glass Bowls,Product,1043,150297,4,0.61071,0.693068,0.002759,0.047543,0.047543,0.001436,0,3,632,0.808556,0.393608,213888
Love Garland Painted Zinc,Love Garland Painted Zinc,Product,47,3312,5,0.469231,0.484871,0.000001,0.003205,0.003205,0.000086,0,18,306,0.054841,0.888067,960
Origami Vanilla Incense Cones,Origami Vanilla Incense Cones,Product,1,72,1,1,1,0,0,0,0.000376,11,17,508,0.000018,0,0
Silver Bells Table Decoration,Silver Bells Table Decoration,Product,459,47488,4,0.525862,0.574882,0.000095,0.026503,0.026503,0.00045,0,24,472,0.449363,0.678664,71335
Candle Holder Silver Madeline,Candle Holder Silver Madeline,Product,1,51,5,0.404098,0.422983,0,0.000094,0.000094,0.000057,0,18,509,0.001616,0,0
Tea Time Kitchen Apron,Tea Time Kitchen Apron,Product,61,4342,5,0.473722,0.490081,0.000001,0.004124,0.004124,0.000095,0,3,426,0.070517,0.878689,1608
Sewing Susan 21 Needle Set,Sewing Susan 21 Needle Set,Product,439,36076,4,0.529578,0.574755,0.000139,0.026279,0.026279,0.000377,0,6,56,0.446328,0.709822,68243
Cinderella Chandelier,Cinderella Chandelier,Product,3,284,6,0.296016,0.303641,0,0.000002,0.000002,0.000076,0,5,511,0.000085,1,3
Set Of 5 Lucky Cat Magnets,Set Of 5 Lucky Cat Magnets,Product,503,53593,4,0.535306,0.586034,0.000186,0.029481,0.029481,0.000508,0,24,103,0.499872,0.664119,83847
60 Cake Cases Dolly Girl Design,60 Cake Cases Dolly Girl Design,Product,994,196024,4,0.602296,0.683219,0.001571,0.046779,0.046779,0.00171,0,3,658,0.795284,0.421844,208189
Wrap Daisy Carpet,Wrap Daisy Carpet,Product,29,2502,5,0.433554,0.454289,0.000001,0.00099,0.00099,0.000081,0,21,512,0.017012,0.862069,350
Pink Hawaiian Picnic Hamper For 2,Pink Hawaiian Picnic Hamper For 2,Product,1,52,5,0.423748,0.442121,0,0.000101,0.000101,0.000057,0,1,292,0.001758,0,0
Jumbo Bag Strawberry,Jumbo Bag Strawberry,Product,943,226003,4,0.597358,0.67426,0.001143,0.045061,0.045061,0.001926,0,1,431,0.76601,0.438162,194611
Small Chocolates Pink Bowl,Small Chocolates Pink Bowl,Product,515,50400,4,0.540045,0.59045,0.001009,0.024828,0.024828,0.000622,0,6,841,0.425091,0.492395,65171
Fairy Cake Birthday Candle Set,Fairy Cake Birthday Candle Set,Product,15,942,5,0.433697,0.452796,0,0.001017,0.001017,0.000064,0,18,423,0.017262,0.895238,94
12 Pencils Small Tube Skull,12 Pencils Small Tube Skull,Product,541,82431,4,0.542839,0.595374,0.000527,0.030261,0.030261,0.000774,0,7,349,0.5138,0.61005,89110
Pink Dog Bowl,Pink Dog Bowl,Product,224,16251,4,0.503552,0.53104,0.000221,0.012679,0.012679,0.000248,0,6,591,0.216675,0.662996,16559
Heart Filigree Dove Large,Heart Filigree Dove Large,Product,377,47283,4,0.524705,0.563699,0.000083,0.022609,0.022609,0.000457,0,18,854,0.383962,0.701972,49753
Pink Drawer Knob Acrylic Edwardian,Pink Drawer Knob Acrylic Edwardian,Product,409,52377,4,0.524076,0.567194,0.00008,0.024496,0.024496,0.000493,0,18,82,0.416644,0.716252,59469
Wood 2 Drawer Cabinet White Finish,Wood 2 Drawer Cabinet White Finish,Product,332,34575,4,0.516745,0.553088,0.000256,0.020051,0.020051,0.000372,0,18,264,0.340629,0.720944,39613
Retro Longboard Ironing Board Cover,Retro Longboard Ironing Board Cover,Product,47,2883,5,0.476216,0.489986,0,0.003569,0.003569,0.000083,0,6,405,0.06119,0.952821,1030
Magic Garden Felt Garland,Magic Garden Felt Garland,Product,153,10361,4,0.491383,0.514042,0.000014,0.008959,0.008959,0.000156,0,6,146,0.15355,0.803836,9347
Set/4 Red Mini Rose Candle In Bowl,Set/4 Red Mini Rose Candle In Bowl,Product,506,42688,4,0.538162,0.588258,0.000524,0.027964,0.027964,0.000478,0,6,327,0.475923,0.626228,80010
3 Hearts Hanging Decoration Rustic,3 Hearts Hanging Decoration Rustic,Product,521,84478,4,0.535634,0.588289,0.000259,0.028702,0.028702,0.000766,0,24,440,0.487754,0.621343,83844
Childs Garden Spade Pink,Childs Garden Spade Pink,Product,32,2708,5,0.438849,0.459423,0.000002,0.001363,0.001363,0.000106,0,7,542,0.023347,0.78629,390
Green Vintage Spot Beaker,Green Vintage Spot Beaker,Product,365,65757,4,0.517663,0.557917,0.000058,0.022431,0.022431,0.000584,0,8,758,0.380728,0.73944,49121
Christmas Hanging Star With Bell,Christmas Hanging Star With Bell,Product,718,98660,4,0.563359,0.628574,0.001545,0.035648,0.035648,0.001006,0,24,458,0.606759,0.502887,129084
Teatime Push Down Rubber,Teatime Push Down Rubber,Product,22,5562,5,0.409844,0.431541,0,0.000429,0.000429,0.000137,0,6,893,0.007667,1,231
Vintage Doily Travel Sewing Kit,Vintage Doily Travel Sewing Kit,Product,807,118038,4,0.573208,0.645254,0.00155,0.040729,0.040729,0.001111,0,24,515,0.691074,0.500032,162621
Bicycle Puncture Repair Kit,Bicycle Puncture Repair Kit,Product,216,23077,4,0.497157,0.525829,0.000054,0.012438,0.012438,0.000265,0,24,128,0.211306,0.706891,16414
White Wire Egg Holder,White Wire Egg Holder,Product,8,468,5,0.453963,0.46835,0,0.000748,0.000748,0.00006,0,1,516,0.012928,1,28
Pack Of 12 Coloured Pencils,Pack Of 12 Coloured Pencils,Product,369,50983,4,0.516034,0.557568,0.000054,0.022232,0.022232,0.000464,0,7,898,0.377158,0.723018,49090
Egg Frying Pan Pink,Egg Frying Pan Pink,Product,9,642,5,0.437167,0.454766,0.000008,0.000478,0.000478,0.0001,0,24,89,0.008284,0.75,27
Parisienne Sewing Box,Parisienne Sewing Box,Product,9,705,5,0.435932,0.453768,0,0.00052,0.00052,0.000064,0,8,389,0.008965,1,36
Etched Glass Coaster,Etched Glass Coaster,Product,56,3861,4,0.472783,0.488531,0.000002,0.003497,0.003497,0.000093,0,18,326,0.059778,0.758442,1168
Dolly Girl Beaker,Dolly Girl Beaker,Product,413,70218,4,0.518687,0.564938,0.000068,0.023889,0.023889,0.000612,0,3,826,0.405163,0.68885,58606
Wrap Pink Fairy Cakes,Wrap Pink Fairy Cakes,Product,345,56204,4,0.518482,0.555947,0.00024,0.019733,0.019733,0.000543,0,21,422,0.335442,0.668773,39685
Set/3 Decoupage Stacking Tins,Set/3 Decoupage Stacking Tins,Product,3,176,5,0.425743,0.444123,0,0.000276,0.000276,0.000058,0,8,21,0.004753,1,3
Office Mug Warmer Choc+Blue,Office Mug Warmer Choc+Blue,Product,112,7812,4,0.484216,0.503844,0.000003,0.008251,0.008251,0.000124,0,24,265,0.140393,0.931306,5789
Set 4 Picnic Cutlery Blueberry,Set 4 Picnic Cutlery Blueberry,Product,2,117,1,1,1,0,0,0,0.000548,8,11,521,0.000036,0,0
Wrap Magic Forest,Wrap Magic Forest,Product,89,8296,4,0.474322,0.493932,0.000005,0.004733,0.004733,0.000128,0,21,394,0.080701,0.747191,2926
Mistletoe Heart Wreath Cream,Mistletoe Heart Wreath Cream,Product,60,7335,4,0.467892,0.485417,0.000002,0.003484,0.003484,0.000122,0,3,100,0.059464,0.735593,1302
Watering Can Garden Marker,Watering Can Garden Marker,Product,83,10246,5,0.482169,0.498786,0.000149,0.005536,0.005536,0.000199,0,18,180,0.094823,0.767852,2613
Assorted Colour Mini Cases,Assorted Colour Mini Cases,Product,131,11440,5,0.483502,0.505712,0.00001,0.009102,0.009102,0.000155,0,3,289,0.155076,0.85273,7261
Cherry Crochet Food Cover,Cherry Crochet Food Cover,Product,19,1113,5,0.454356,0.470193,0.000001,0.00125,0.00125,0.000081,0,1,650,0.021546,0.818713,140
Wall Art Stop For Tea,Wall Art Stop For Tea,Product,453,46983,4,0.526813,0.574755,0.000484,0.025501,0.025501,0.000519,0,24,615,0.432635,0.662652,67841
Make Your Own Monsoon Card Kit,Make Your Own Monsoon Card Kit,Product,109,10042,4,0.479876,0.500477,0.000039,0.006842,0.006842,0.000158,0,6,74,0.116629,0.756371,4452
Chocolate 1 Wick Morris Box Candle,Chocolate 1 Wick Morris Box Candle,Product,12,1067,5,0.361843,0.377685,0.000069,0.000096,0.000096,0.000113,0,5,361,0.001864,0.484848,32
Party Invites Woodland,Party Invites Woodland,Product,350,38648,4,0.513106,0.553152,0.000095,0.019206,0.019206,0.00039,0,3,524,0.327037,0.636136,38852
Ribbon Reel Christmas Sock Bauble,Ribbon Reel Christmas Sock Bauble,Product,713,86207,4,0.564572,0.628828,0.000271,0.038656,0.038656,0.000771,0,24,481,0.655105,0.577899,146687
Retro Pill Box Revolutionary,Retro Pill Box Revolutionary,Product,6,438,5,0.37741,0.395355,0,0.000217,0.000217,0.000064,0,21,805,0.003702,0.733333,11
Jingle Bell Heart Antique Silver,Jingle Bell Heart Antique Silver,Product,308,41554,4,0.507645,0.544478,0.000142,0.017659,0.017659,0.000421,0,24,210,0.299553,0.71528,33817
Silk Purse Babushka Red,Silk Purse Babushka Red,Product,3,228,5,0.336368,0.344161,0,0.000036,0.000036,0.000085,0,6,847,0.000639,0.333333,1
Folding Umbrella Red/White Polkadot,Folding Umbrella Red/White Polkadot,Product,142,9731,4,0.485471,0.508769,0.00097,0.005533,0.005533,0.000277,0,6,599,0.096547,0.750275,7511
Blue Polkadot Beaker,Blue Polkadot Beaker,Product,187,22277,4,0.487456,0.515853,0.0003,0.007756,0.007756,0.000365,0,6,158,0.133612,0.455063,7914
Set Of 6 Heart Chopsticks,Set Of 6 Heart Chopsticks,Product,264,23526,4,0.508432,0.539236,0.000063,0.015919,0.015919,0.000268,0,3,570,0.271532,0.728742,25299
Red Metal Box Top Secret,Red Metal Box Top Secret,Product,132,12116,5,0.485202,0.507174,0.000012,0.00943,0.00943,0.000165,0,1,43,0.160381,0.883646,7640
Cinammon Set Of 9 T-Lights,Cinammon Set Of 9 T-Lights,Product,207,15187,5,0.498954,0.526172,0.000012,0.014247,0.014247,0.00019,0,18,600,0.241889,0.875662,18670
Metalic Leaves Bag Charms,Metalic Leaves Bag Charms,Product,30,1738,5,0.46433,0.478898,0,0.002368,0.002368,0.000071,0,6,378,0.040509,1,435
Blue Polkadot Egg Cup,Blue Polkadot Egg Cup,Product,35,3438,5,0.46261,0.478453,0.000002,0.001511,0.001511,0.000104,0,6,559,0.026205,0.596639,355
"Letter ""A"" Bling Key Ring","Letter ""A"" Bling Key Ring",Product,4,218,5,0.444953,0.460548,0.001481,0.000201,0.000201,0.000251,0,18,219,0.003571,0.166667,1
Pack Of 12 Hearts Design Tissues,Pack Of 12 Hearts Design Tissues,Product,874,116873,4,0.587326,0.660471,0.002214,0.042134,0.042134,0.001138,0,3,530,0.717867,0.451764,171954
Bubblegum Ring Assorted,Bubblegum Ring Assorted,Product,658,94306,4,0.553609,0.616216,0.000542,0.034131,0.034131,0.000862,0,7,529,0.579661,0.533391,115294
Roll Wrap Vintage Christmas,Roll Wrap Vintage Christmas,Product,740,96838,4,0.564572,0.632291,0.000356,0.038925,0.038925,0.000865,0,24,664,0.659952,0.546626,149464
Dinosaur Keyrings Assorted,Dinosaur Keyrings Assorted,Product,411,44373,4,0.525968,0.568751,0.000288,0.02268,0.02268,0.000466,0,7,288,0.386684,0.611462,51268
Paper Chain Kit London,Paper Chain Kit London,Product,83,5907,5,0.467308,0.48827,0.000003,0.0053,0.0053,0.000106,0,3,591,0.090246,0.834852,2841
Easter Craft 4 Chicks,Easter Craft 4 Chicks,Product,274,27579,4,0.502394,0.536663,0.000516,0.014967,0.014967,0.000315,0,3,467,0.255049,0.637069,23827
Bird Decoration Red Retrospot,Bird Decoration Red Retrospot,Product,134,9670,5,0.491935,0.512162,0.000007,0.009194,0.009194,0.000142,0,3,59,0.156964,0.821569,7321
36 Pencils Tube Skulls,36 Pencils Tube Skulls,Product,489,45937,4,0.533672,0.583302,0.000136,0.029578,0.029578,0.000439,0,7,474,0.501402,0.706678,84318
Natural Hanging Quilted Hearts,Natural Hanging Quilted Hearts,Product,77,6573,5,0.473466,0.491797,0.000006,0.004559,0.004559,0.000116,0,24,117,0.077724,0.787081,2303
Hearts Stickers,Hearts Stickers,Product,191,13759,4,0.499619,0.524431,0.000025,0.011954,0.011954,0.000187,0,6,164,0.203665,0.759162,13775
Small Folding Scissor(Pointed Edge),Small Folding Scissor(Pointed Edge),Product,147,15046,5,0.483502,0.508127,0.000357,0.007108,0.007108,0.000264,0,6,366,0.121419,0.521853,5600
Set/4 Badges Beetles,Set/4 Badges Beetles,Product,44,2871,5,0.466228,0.482393,0.000001,0.002887,0.002887,0.000089,0,6,436,0.04955,0.909091,860
Recycled Acapulco Mat Blue,Recycled Acapulco Mat Blue,Product,11,1213,5,0.440766,0.45826,0.000004,0.000571,0.000571,0.000103,0,8,538,0.009909,0.854545,47
Metal Sign Take It Or Leave It,Metal Sign Take It Or Leave It,Product,365,42336,4,0.521679,0.560363,0.000066,0.022656,0.022656,0.000417,0,18,110,0.384604,0.748397,49716
Embroidered Ribbon Reel Claire,Embroidered Ribbon Reel Claire,Product,62,5406,5,0.439437,0.463585,0.00003,0.00259,0.00259,0.000129,0,24,392,0.04423,0.793231,1500
Ivory Hanging Decoration Bird,Ivory Hanging Decoration Bird,Product,155,13138,4,0.490006,0.513407,0.000315,0.008128,0.008128,0.000207,0,6,167,0.139451,0.657143,7843
Cat Bowl Vintage Cream,Cat Bowl Vintage Cream,Product,14,1238,5,0.452944,0.468096,0,0.00098,0.00098,0.000083,0,18,541,0.016876,0.934066,85
Lunch Bag Dolly Girl Design,Lunch Bag Dolly Girl Design,Product,945,208088,4,0.59695,0.674323,0.001203,0.04442,0.04442,0.001772,0,3,693,0.755041,0.427838,190833
Blue Polkadot Wrap,Blue Polkadot Wrap,Product,420,65111,4,0.523448,0.568497,0.000328,0.023181,0.023181,0.000622,0,21,567,0.394115,0.616025,54204
Black Record Cover Frame,Black Record Cover Frame,Product,496,52849,4,0.538936,0.587241,0.00023,0.02933,0.02933,0.000525,0,1,558,0.497404,0.678014,83233
Watering Can Green Dinosaur,Watering Can Green Dinosaur,Product,244,25708,4,0.500764,0.531897,0.000097,0.015116,0.015116,0.000286,0,3,631,0.257059,0.765196,22685
Christmas Tree Painted Zinc,Christmas Tree Painted Zinc,Product,205,21693,4,0.497817,0.525035,0.000029,0.011737,0.011737,0.000252,0,24,412,0.199859,0.751985,15724
Birthday Banquet Gift Wrap,Birthday Banquet Gift Wrap,Product,102,11303,5,0.468979,0.492019,0.000005,0.005649,0.005649,0.000152,0,21,313,0.0962,0.778684,4011
Glitter Christmas Tree,Glitter Christmas Tree,Product,79,7808,4,0.464412,0.485449,0.000003,0.004209,0.004209,0.000129,0,24,412,0.07158,0.816943,2517
Pottering In The Shed Metal Sign,Pottering In The Shed Metal Sign,Product,740,91409,4,0.569846,0.634992,0.000804,0.039266,0.039266,0.000861,0,18,792,0.665922,0.547895,149811
Fairy Dreams Incense,Fairy Dreams Incense,Product,205,15622,4,0.498859,0.525702,0.000997,0.011721,0.011721,0.000283,0,24,102,0.200077,0.676853,14153
Le Jardin Botanique Cushion Cover,Le Jardin Botanique Cushion Cover,Product,51,4250,5,0.471085,0.486777,0.000171,0.003507,0.003507,0.000126,0,24,457,0.059847,0.862745,1100
Retrospot Small Tube Matches,Retrospot Small Tube Matches,Product,85,6141,4,0.480139,0.497522,0.000002,0.006082,0.006082,0.000108,0,3,202,0.103698,0.873669,3119
Ivory Paper Cup Cake Cases,Ivory Paper Cup Cake Cases,Product,97,10049,5,0.47865,0.498151,0.000005,0.006809,0.006809,0.000137,0,3,510,0.115913,0.922036,4293
Vintage Glass Coffee Caddy,Vintage Glass Coffee Caddy,Product,4,226,5,0.381195,0.399581,0,0.000129,0.000129,0.000073,0,3,836,0.002219,1,6
